species,genus,family
Spongiosperma macrophyllum,Spongiosperma,Apocynaceae
Ceropegia decipientiflora,Ceropegia,Apocynaceae
Swertia bimaculata,Swertia,Gentianaceae
Neanotis decipiens,Neanotis,Rubiaceae
Plocama botschantzevii,Plocama,Rubiaceae
Cicendia filiformis,Cicendia,Gentianaceae
Phyllopentas ledermannii,Phyllopentas,Rubiaceae
Isidorea pungens,Isidorea,Rubiaceae
Rustia thibaudioides,Rustia,Rubiaceae
Mitreola sessilifolia,Mitreola,Loganiaceae
Exallage lapeyrousei,Exallage,Rubiaceae
Appunia tenuiflora,Appunia,Rubiaceae
Cordylostigma cicendioides,Cordylostigma,Rubiaceae
Helictosperma malacophyllum,Helictosperma,Rubiaceae
Mitragyna rotundifolia,Mitragyna,Rubiaceae
Faroa involucrata,Faroa,Gentianaceae
Psychotria imerinensis,Psychotria,Rubiaceae
Galium rosellum,Galium,Rubiaceae
Psychotria rufocalyx,Psychotria,Rubiaceae
Psychotria macrochlamys,Psychotria,Rubiaceae
Galium magnifolium,Galium,Rubiaceae
Psychotria schnellii,Psychotria,Rubiaceae
Psychotria fissicorne,Psychotria,Rubiaceae
Psychotria namwingensis,Psychotria,Rubiaceae
Psychotria andetrensis,Psychotria,Rubiaceae
Galium humilioides,Galium,Rubiaceae
Larryleachia perlata,Larryleachia,Apocynaceae
Galium pseudokurdicum,Galium,Rubiaceae
Psychotria gabrieliae,Psychotria,Rubiaceae
Psychotria josephi,Psychotria,Rubiaceae
Psychotria cardiochlamys,Psychotria,Rubiaceae
Coprosma atropurpurea,Coprosma,Rubiaceae
Dictyophleba lucida,Dictyophleba,Apocynaceae
Desmidorchis edithae,Desmidorchis,Apocynaceae
Ferdinandusa dissimiliflora,Ferdinandusa,Rubiaceae
Neonauclea pallida,Neonauclea,Rubiaceae
Roigella correifolia,Roigella,Rubiaceae
Crawfurdia bomareoides,Crawfurdia,Gentianaceae
× Staparesia meintjesii,× Staparesia,Apocynaceae
Ixora fastigiata,Ixora,Rubiaceae
Ixora nitens,Ixora,Rubiaceae
Ixora recurva,Ixora,Rubiaceae
Porterandia macroptera,Porterandia,Rubiaceae
Capirona macrophylla,Capirona,Rubiaceae
Angadenia berteroi,Angadenia,Apocynaceae
Leptactina papalis,Leptactina,Rubiaceae
Hedyotis ovalis,Hedyotis,Rubiaceae
Landolphia togolana,Landolphia,Apocynaceae
Cynanchica markothensis,Cynanchica,Rubiaceae
Landolphia violacea,Landolphia,Apocynaceae
Cynanchica rupicola,Cynanchica,Rubiaceae
Landolphia flavidiflora,Landolphia,Apocynaceae
Cynanchica × jordanii,Cynanchica,Rubiaceae
Hypobathrum coniocarpum,Hypobathrum,Rubiaceae
Tabernaemontana glandulosa,Tabernaemontana,Apocynaceae
Mussaenda laxa,Mussaenda,Rubiaceae
Benkara scandens,Benkara,Rubiaceae
Paranotis mitrasacmoides,Paranotis,Rubiaceae
Thliphthisa pseudochlorantha,Thliphthisa,Rubiaceae
Gentianella hieronymi,Gentianella,Gentianaceae
Gentianella dacrydioides,Gentianella,Gentianaceae
Stenostomum aromaticum,Stenostomum,Rubiaceae
Gentianella azurea,Gentianella,Gentianaceae
Wendlandia coriacea,Wendlandia,Rubiaceae
Callipeltis factorovskyi,Callipeltis,Rubiaceae
Gentianella imberbis,Gentianella,Gentianaceae
Funastrum refractum,Funastrum,Apocynaceae
Gentianella maddenii,Gentianella,Gentianaceae
Vincetoxicum gracilentum,Vincetoxicum,Apocynaceae
Vincetoxicum brassii,Vincetoxicum,Apocynaceae
Stenaria mullerae,Stenaria,Rubiaceae
Vincetoxicum dalatense,Vincetoxicum,Apocynaceae
Vincetoxicum fasciculatum,Vincetoxicum,Apocynaceae
Vincetoxicum sublanceolatum,Vincetoxicum,Apocynaceae
Vincetoxicum canescens,Vincetoxicum,Apocynaceae
Orbea maculata,Orbea,Apocynaceae
Vincetoxicum arnottianum,Vincetoxicum,Apocynaceae
Vincetoxicum taihangense,Vincetoxicum,Apocynaceae
Remijia ferruginea,Remijia,Rubiaceae
Vincetoxicum nigrum,Vincetoxicum,Apocynaceae
Vincetoxicum rupicola,Vincetoxicum,Apocynaceae
Vincetoxicum forsteri,Vincetoxicum,Apocynaceae
Tricalysia wernhamiana,Tricalysia,Rubiaceae
Vincetoxicum biondioides,Vincetoxicum,Apocynaceae
Vincetoxicum subramanii,Vincetoxicum,Apocynaceae
Vincetoxicum tenuipedunculatum,Vincetoxicum,Apocynaceae
Ophiorrhiza umbelliformis,Ophiorrhiza,Rubiaceae
Sabicea ceylanica,Sabicea,Rubiaceae
Ophiorrhiza luochengensis,Ophiorrhiza,Rubiaceae
Ophiorrhiza yamashitae,Ophiorrhiza,Rubiaceae
Kamettia caryophyllata,Kamettia,Apocynaceae
Pyrostria verdcourtii,Pyrostria,Rubiaceae
Sericanthe trilocularis,Sericanthe,Rubiaceae
Ochrosia minima,Ochrosia,Apocynaceae
Palicourea schlimii,Palicourea,Rubiaceae
Palicourea sulphurea,Palicourea,Rubiaceae
Willughbeia lanceolata,Willughbeia,Apocynaceae
Vangueria agrestis,Vangueria,Rubiaceae
Palicourea aetantha,Palicourea,Rubiaceae
Chione venosa,Chione,Rubiaceae
Ibatia maritima,Ibatia,Apocynaceae
Palicourea deneversii,Palicourea,Rubiaceae
Palicourea amethystina,Palicourea,Rubiaceae
Palicourea nitidella,Palicourea,Rubiaceae
Suberanthus yumuriensis,Suberanthus,Rubiaceae
Palicourea orientensis,Palicourea,Rubiaceae
Palicourea crocochlamys,Palicourea,Rubiaceae
Vangueria vestita,Vangueria,Rubiaceae
Palicourea radians,Palicourea,Rubiaceae
Mastixiodendron flavidum,Mastixiodendron,Rubiaceae
Australluma ubomboensis,Australluma,Apocynaceae
Canthium subcapitatum,Canthium,Rubiaceae
Baissea viridiflora,Baissea,Apocynaceae
Kailarsenia lineata,Kailarsenia,Rubiaceae
Polystemma guatemalense,Polystemma,Apocynaceae
Canthium bipinnatum,Canthium,Rubiaceae
Canthium bugoyense,Canthium,Rubiaceae
Matelea lanata,Matelea,Apocynaceae
Matelea tristiflora,Matelea,Apocynaceae
Matelea congesta,Matelea,Apocynaceae
Dictyanthus lautus,Dictyanthus,Apocynaceae
Discospermum abnorme,Discospermum,Rubiaceae
Spermacoce litoralis,Spermacoce,Rubiaceae
Leichhardtia dischidioides,Leichhardtia,Apocynaceae
Jobinia samuelssonii,Jobinia,Apocynaceae
Spermacoce tocantinsiana,Spermacoce,Rubiaceae
Gyrandra brachycalyx,Gyrandra,Gentianaceae
Ichnocarpus frutescens,Ichnocarpus,Apocynaceae
Aidia ochroleuca,Aidia,Rubiaceae
Hoffmannia discolor,Hoffmannia,Rubiaceae
Spermacoce bequaertii,Spermacoce,Rubiaceae
Spermacoce reflexa,Spermacoce,Rubiaceae
Spermacoce burmanni,Spermacoce,Rubiaceae
Hoffmannia gesnerioides,Hoffmannia,Rubiaceae
Pachycarpus chirindensis,Pachycarpus,Apocynaceae
Aspidoglossum gracile,Aspidoglossum,Apocynaceae
Gonolobus chiapensis,Gonolobus,Apocynaceae
Macropharynx conflictiva,Macropharynx,Apocynaceae
Gonolobus hystrix,Gonolobus,Apocynaceae
Gynochthodes constipata,Gynochthodes,Rubiaceae
Timonius eximius,Timonius,Rubiaceae
Gynochthodes scortechinii,Gynochthodes,Rubiaceae
Gynochthodes hirtella,Gynochthodes,Rubiaceae
Timonius papuanus,Timonius,Rubiaceae
Gynochthodes billardierei,Gynochthodes,Rubiaceae
Psydrax attenuatus,Psydrax,Rubiaceae
Psydrax pergracilis,Psydrax,Rubiaceae
Prestonia annularis,Prestonia,Apocynaceae
Orianthera tortuosa,Orianthera,Loganiaceae
Pavetta corymbosa,Pavetta,Rubiaceae
Adina fagifolia,Adina,Rubiaceae
Scyphostelma harlingii,Scyphostelma,Apocynaceae
Tassadia decalepis,Tassadia,Apocynaceae
Lasianthus rhizophyllus,Lasianthus,Rubiaceae
Pavetta lasioclada,Pavetta,Rubiaceae
Lasianthus neolanceolatus,Lasianthus,Rubiaceae
Pavetta calothyrsa,Pavetta,Rubiaceae
Keetia inaequilatera,Keetia,Rubiaceae
Keetia mannii,Keetia,Rubiaceae
Geniostoma gaudichaudii,Geniostoma,Loganiaceae
Geniostoma helleri,Geniostoma,Loganiaceae
Knoxia lineata,Knoxia,Rubiaceae
Randia nitida,Randia,Rubiaceae
Thiollierea montana,Thiollierea,Rubiaceae
Tarennoidea wallichii,Tarennoidea,Rubiaceae
Phyllanthera papillata,Phyllanthera,Apocynaceae
Cristobalia australis,Cristobalia,Apocynaceae
Rogiera backhousii,Rogiera,Rubiaceae
Hintonia octomera,Hintonia,Rubiaceae
Alibertia duckeana,Alibertia,Rubiaceae
Hintonia lumana,Hintonia,Rubiaceae
Halenia grandiflora,Halenia,Gentianaceae
Gentianella dilatata,Gentianella,Gentianaceae
Stenotis peninsularis,Stenotis,Rubiaceae
Gentianella pseudolycopodium,Gentianella,Gentianaceae
Gentianella bicolor,Gentianella,Gentianaceae
Ladenbergia oblongifolia,Ladenbergia,Rubiaceae
Gentianella austriaca,Gentianella,Gentianaceae
Gentianella pygmaea,Gentianella,Gentianaceae
Gentianella chrysantha,Gentianella,Gentianaceae
Gentianella boliviana,Gentianella,Gentianaceae
Gentianella diemensis,Gentianella,Gentianaceae
Stenostomum obtusifolium,Stenostomum,Rubiaceae
Stenostomum jamaicense,Stenostomum,Rubiaceae
Thliphthisa apuana,Thliphthisa,Rubiaceae
Tricalysia elliottii,Tricalysia,Rubiaceae
Vincetoxicum helferi,Vincetoxicum,Apocynaceae
Vincetoxicum hemsleyanum,Vincetoxicum,Apocynaceae
Vincetoxicum williamsii,Vincetoxicum,Apocynaceae
Tricalysia jasminiflora,Tricalysia,Rubiaceae
Dolianthus trichanthus,Dolianthus,Rubiaceae
Orbea dummeri,Orbea,Apocynaceae
Vincetoxicum tridactylatum,Vincetoxicum,Apocynaceae
Vincetoxicum neglectum,Vincetoxicum,Apocynaceae
Diplospora dubia,Diplospora,Rubiaceae
Vincetoxicum cameroonicum,Vincetoxicum,Apocynaceae
Vincetoxicum parvum,Vincetoxicum,Apocynaceae
Ophiorrhiza jingxiensis,Ophiorrhiza,Rubiaceae
Oldenlandia vaginata,Oldenlandia,Rubiaceae
Oldenlandia rupicola,Oldenlandia,Rubiaceae
Oldenlandia pulvinata,Oldenlandia,Rubiaceae
Arachnothryx nitida,Arachnothryx,Rubiaceae
Chassalia gaertneroides,Chassalia,Rubiaceae
Arachnothryx buddleioides,Arachnothryx,Rubiaceae
Praravinia pubescens,Praravinia,Rubiaceae
Eumachia amoena,Eumachia,Rubiaceae
Faramea papirifolia,Faramea,Rubiaceae
Eumachia parviflora,Eumachia,Rubiaceae
Thyrsanthella difformis,Thyrsanthella,Apocynaceae
Machaonia coulteri,Machaonia,Rubiaceae
Ridsdalea vietnamensis,Ridsdalea,Rubiaceae
Parsonsia alboflavescens,Parsonsia,Apocynaceae
Eumachia obovoidea,Eumachia,Rubiaceae
Hexaphylla cretacea,Hexaphylla,Rubiaceae
Parsonsia edulis,Parsonsia,Apocynaceae
Parsonsia latifolia,Parsonsia,Apocynaceae
Coelospermum truncatum,Coelospermum,Rubiaceae
Faramea jasminoides,Faramea,Rubiaceae
Eumachia inconspicua,Eumachia,Rubiaceae
Ridsdalea lagunensis,Ridsdalea,Rubiaceae
Cephalanthus glabratus,Cephalanthus,Rubiaceae
Acranthera siamensis,Acranthera,Rubiaceae
Larsenaikia jardinei,Larsenaikia,Rubiaceae
Chonemorpha verrucosa,Chonemorpha,Apocynaceae
Ruehssia clausa,Ruehssia,Apocynaceae
Ruehssia virgultorum,Ruehssia,Apocynaceae
Odontadenia geminata,Odontadenia,Apocynaceae
Rytigynia adenodonta,Rytigynia,Rubiaceae
Malouetia mildbraedii,Malouetia,Apocynaceae
Chomelia paniculata,Chomelia,Rubiaceae
Macrocnemum pubescens,Macrocnemum,Rubiaceae
Didymosalpinx lanciloba,Didymosalpinx,Rubiaceae
Asketanthera picardae,Asketanthera,Apocynaceae
Piaranthus decipiens,Piaranthus,Apocynaceae
Asketanthera longiflora,Asketanthera,Apocynaceae
Tarenna sechellensis,Tarenna,Rubiaceae
Mondia ecornuta,Mondia,Apocynaceae
Tarenna truncatocalyx,Tarenna,Rubiaceae
Ditassa sobradoi,Ditassa,Apocynaceae
Decalepis khasiana,Decalepis,Apocynaceae
Tarenna luzoniensis,Tarenna,Rubiaceae
Asclepias pringlei,Asclepias,Apocynaceae
Dischidanthus urceolatus,Dischidanthus,Apocynaceae
Asclepias pumila,Asclepias,Apocynaceae
Metagentiana serra,Metagentiana,Gentianaceae
Schradera schlechteri,Schradera,Rubiaceae
Urophyllum woodii,Urophyllum,Rubiaceae
Orthosia bonplandiana,Orthosia,Apocynaceae
Deccania pubescens,Deccania,Rubiaceae
Frasera fastigiata,Frasera,Gentianaceae
Blackstonia grandiflora,Blackstonia,Gentianaceae
Notopleura aneurophylloides,Notopleura,Rubiaceae
Blackstonia imperfoliata,Blackstonia,Gentianaceae
Mandevilla brachyloba,Mandevilla,Apocynaceae
Mandevilla coccinea,Mandevilla,Apocynaceae
Mandevilla pohliana,Mandevilla,Apocynaceae
Mandevilla sellowii,Mandevilla,Apocynaceae
Cynanchum pearsonianum,Cynanchum,Apocynaceae
Peponidium humbertianum,Peponidium,Rubiaceae
Ceropegia rehmannii,Ceropegia,Apocynaceae
Spongiosperma riparium,Spongiosperma,Apocynaceae
Swertia cordata,Swertia,Gentianaceae
Swertia diluta,Swertia,Gentianaceae
Plocama mestscherjakovii,Plocama,Rubiaceae
Swertia nervosa,Swertia,Gentianaceae
Plocama crucianelloides,Plocama,Rubiaceae
Kadua axillaris,Kadua,Rubiaceae
Ceropegia buchananii,Ceropegia,Apocynaceae
Stenostelma periglossoides,Stenostelma,Apocynaceae
Psychotria schatzii,Psychotria,Rubiaceae
Psychotria cupularis,Psychotria,Rubiaceae
Exochaenium clavatum,Exochaenium,Gentianaceae
Psychotria hawaiiensis,Psychotria,Rubiaceae
Psychotria euosma,Psychotria,Rubiaceae
Psychotria harmandiana,Psychotria,Rubiaceae
Psychotria tahanensis,Psychotria,Rubiaceae
Manettia mitis,Manettia,Rubiaceae
Neonauclea media,Neonauclea,Rubiaceae
Steenisia borneensis,Steenisia,Rubiaceae
Manettia alba,Manettia,Rubiaceae
Neonauclea maluensis,Neonauclea,Rubiaceae
Neonauclea griffithii,Neonauclea,Rubiaceae
Squamellaria guppyana,Squamellaria,Rubiaceae
Pruskortizia dasytricha,Pruskortizia,Apocynaceae
Huernia quinta,Huernia,Apocynaceae
Landolphia calabarica,Landolphia,Apocynaceae
Hoya wightii,Hoya,Apocynaceae
Cynanchica pumila,Cynanchica,Rubiaceae
Hymenodictyon glabrum,Hymenodictyon,Rubiaceae
Hymenodictyon timoranum,Hymenodictyon,Rubiaceae
Lacmellea pauciflora,Lacmellea,Apocynaceae
Planaltina angustata,Planaltina,Rubiaceae
Tabernaemontana pauli,Tabernaemontana,Apocynaceae
Benkara malabarica,Benkara,Rubiaceae
Benkara griffithii,Benkara,Rubiaceae
Eumachia cephalantha,Eumachia,Rubiaceae
Eumachia deinocalyx,Eumachia,Rubiaceae
Cascabela gaumeri,Cascabela,Apocynaceae
Cascabela thevetioides,Cascabela,Apocynaceae
Eumachia cymuligera,Eumachia,Rubiaceae
Scleromitrion linoides,Scleromitrion,Rubiaceae
Massularia acuminata,Massularia,Rubiaceae
Pogonopus tubulosus,Pogonopus,Rubiaceae
Ochrosia nakaiana,Ochrosia,Apocynaceae
Ochrosia brownii,Ochrosia,Apocynaceae
Aspidosperma cuspa,Aspidosperma,Apocynaceae
Guettardella surigaoensis,Guettardella,Rubiaceae
Pseudolithos migiurtinus,Pseudolithos,Apocynaceae
Palicourea fusiformis,Palicourea,Rubiaceae
Palicourea longiflora,Palicourea,Rubiaceae
Palicourea cardiomorpha,Palicourea,Rubiaceae
Secamone glabrescens,Secamone,Apocynaceae
Logania vaginalis,Logania,Loganiaceae
Palicourea scabrifolia,Palicourea,Rubiaceae
Palicourea paradichroa,Palicourea,Rubiaceae
Palicourea bracteocardia,Palicourea,Rubiaceae
Ibatia pacifica,Ibatia,Apocynaceae
Palicourea longicuspis,Palicourea,Rubiaceae
Vangueria verticillata,Vangueria,Rubiaceae
Palicourea spadicea,Palicourea,Rubiaceae
Palicourea persearum,Palicourea,Rubiaceae
Palicourea huampamiensis,Palicourea,Rubiaceae
Vangueria triflora,Vangueria,Rubiaceae
Palicourea acicularis,Palicourea,Rubiaceae
Palicourea agudeloana,Palicourea,Rubiaceae
Palicourea valeriana,Palicourea,Rubiaceae
Palicourea dolichantha,Palicourea,Rubiaceae
Richardia grandiflora,Richardia,Rubiaceae
Palicourea pseudinundata,Palicourea,Rubiaceae
Palicourea timbiquensis,Palicourea,Rubiaceae
Gentianopsis victorinii,Gentianopsis,Gentianaceae
Macrocarpaea loranthoides,Macrocarpaea,Gentianaceae
Calotropis gigantea,Calotropis,Apocynaceae
Cordiera elliptica,Cordiera,Rubiaceae
Matelea crenata,Matelea,Apocynaceae
Matelea hastulata,Matelea,Apocynaceae
Baissea subsessilis,Baissea,Apocynaceae
Dictyanthus sepicola,Dictyanthus,Apocynaceae
Pauridiantha bequaertii,Pauridiantha,Rubiaceae
Canthium kuntzeanum,Canthium,Rubiaceae
Tripterospermum filicaule,Tripterospermum,Gentianaceae
Dictyanthus altatensis,Dictyanthus,Apocynaceae
Matelea asplundii,Matelea,Apocynaceae
Canthium oliganthum,Canthium,Rubiaceae
Tripterospermum discoideum,Tripterospermum,Gentianaceae
Matelea angustifolia,Matelea,Apocynaceae
Spermacoce ledermannii,Spermacoce,Rubiaceae
Spermacoce xanthophylla,Spermacoce,Rubiaceae
Spermacoce warmingii,Spermacoce,Rubiaceae
Mexotis kingii,Mexotis,Rubiaceae
Duvalia corderoyi,Duvalia,Apocynaceae
Spermacoce lagunensis,Spermacoce,Rubiaceae
Leichhardtia kempteriana,Leichhardtia,Apocynaceae
Aidia glabra,Aidia,Rubiaceae
Leichhardtia viridiflora,Leichhardtia,Apocynaceae
Hoffmannia obovata,Hoffmannia,Rubiaceae
Spermacoce senensis,Spermacoce,Rubiaceae
Leichhardtia flavescens,Leichhardtia,Apocynaceae
Leichhardtia micradenia,Leichhardtia,Apocynaceae
Spermacoce linearifolia,Spermacoce,Rubiaceae
Aidia quintasii,Aidia,Rubiaceae
Spermacoce dussii,Spermacoce,Rubiaceae
Pachycarpus grandiflorus,Pachycarpus,Apocynaceae
Gonolobus cteniophorus,Gonolobus,Apocynaceae
Rennellia elongata,Rennellia,Rubiaceae
Schmidtottia involucrata,Schmidtottia,Rubiaceae
Augusta longifolia,Augusta,Rubiaceae
Aspidoglossum masaicum,Aspidoglossum,Apocynaceae
Achilleanthus hypolasius,Achilleanthus,Rubiaceae
Achilleanthus megacarpus,Achilleanthus,Rubiaceae
Gonolobus calycosus,Gonolobus,Apocynaceae
Psydrax nitidus,Psydrax,Rubiaceae
Gynochthodes philippinensis,Gynochthodes,Rubiaceae
Psydrax obovatus,Psydrax,Rubiaceae
Anthospermopsis catechosperma,Anthospermopsis,Rubiaceae
Psydrax lucidulus,Psydrax,Rubiaceae
Gynochthodes oblongifolia,Gynochthodes,Rubiaceae
Gynochthodes neocaledonica,Gynochthodes,Rubiaceae
Gynochthodes myrtifolia,Gynochthodes,Rubiaceae
Gynochthodes wongii,Gynochthodes,Rubiaceae
Prestonia denticulata,Prestonia,Apocynaceae
Pavetta cinerascens,Pavetta,Rubiaceae
Microloma tenuifolium,Microloma,Apocynaceae
Damnacanthus hainanensis,Damnacanthus,Rubiaceae
Acokanthera oblongifolia,Acokanthera,Apocynaceae
Helia acutangula,Helia,Gentianaceae
Peplonia hatschbachii,Peplonia,Apocynaceae
Colletoecema tortistilum,Colletoecema,Rubiaceae
Thiollierea lenormandii,Thiollierea,Rubiaceae
Neurotheca loeselioides,Neurotheca,Gentianaceae
Paralasianthus lowianus,Paralasianthus,Rubiaceae
Craterispermum laurinum,Craterispermum,Rubiaceae
Araujia hassleriana,Araujia,Apocynaceae
Randia armata,Randia,Rubiaceae
Hyperacanthus amoenus,Hyperacanthus,Rubiaceae
Comastoma muliense,Comastoma,Gentianaceae
Comastoma pedunculatum,Comastoma,Gentianaceae
Rothmannia globosa,Rothmannia,Rubiaceae
Tapanhuacanga psyllocarpoides,Tapanhuacanga,Rubiaceae
Rudgea sclerocalyx,Rudgea,Rubiaceae
Hylaea leptoloba,Hylaea,Apocynaceae
Rudgea foveolata,Rudgea,Rubiaceae
Calyptranthera caudiclava,Calyptranthera,Apocynaceae
Thliphthisa baenitzii,Thliphthisa,Rubiaceae
Gentianella turkestanorum,Gentianella,Gentianaceae
Gentianella umbellata,Gentianella,Gentianaceae
Gentianella cabrerae,Gentianella,Gentianaceae
Ladenbergia muzonensis,Ladenbergia,Rubiaceae
Tournefortiopsis crispiflora,Tournefortiopsis,Rubiaceae
Wendlandia ligustroides,Wendlandia,Rubiaceae
Sarcolobus borneensis,Sarcolobus,Apocynaceae
Gentianella chamuchui,Gentianella,Gentianaceae
Carissa pichoniana,Carissa,Apocynaceae
Gentianella claytonioides,Gentianella,Gentianaceae
Gentianella columnae,Gentianella,Gentianaceae
Ladenbergia carua,Ladenbergia,Rubiaceae
Gentianella campanuliformis,Gentianella,Gentianaceae
Gentianella paludicola,Gentianella,Gentianaceae
Gentianella setipes,Gentianella,Gentianaceae
Gentianella coquimbensis,Gentianella,Gentianaceae
Stenaria pooleana,Stenaria,Rubiaceae
Vincetoxicum kenouriense,Vincetoxicum,Apocynaceae
Kibatalia wigmanii,Kibatalia,Apocynaceae
Stathmostelma katangense,Stathmostelma,Apocynaceae
Vincetoxicum robinsonii,Vincetoxicum,Apocynaceae
Tricalysia vanroechoudtii,Tricalysia,Rubiaceae
Zeltnera madrensis,Zeltnera,Gentianaceae
Vincetoxicum philippicum,Vincetoxicum,Apocynaceae
Vincetoxicum carnosum,Vincetoxicum,Apocynaceae
Tricalysia madagascariensis,Tricalysia,Rubiaceae
Vincetoxicum bilobatum,Vincetoxicum,Apocynaceae
Pyrostria breonii,Pyrostria,Rubiaceae
Pyrostria andringitrensis,Pyrostria,Rubiaceae
Hyptianthera stricta,Hyptianthera,Rubiaceae
Cruciata taurica,Cruciata,Rubiaceae
Ophiorrhiza xiei,Ophiorrhiza,Rubiaceae
Pyrostria louvelii,Pyrostria,Rubiaceae
Oldenlandia monanthos,Oldenlandia,Rubiaceae
Ophiorrhiza flava,Ophiorrhiza,Rubiaceae
Argostemma chaii,Argostemma,Rubiaceae
Praravinia borneensis,Praravinia,Rubiaceae
Arachnothryx darienensis,Arachnothryx,Rubiaceae
Pentanisia monticola,Pentanisia,Rubiaceae
Ridsdalea macromera,Ridsdalea,Rubiaceae
Eumachia saidoriensis,Eumachia,Rubiaceae
Pentanisia microphylla,Pentanisia,Rubiaceae
Anodendron parviflorum,Anodendron,Apocynaceae
Anodendron borneense,Anodendron,Apocynaceae
Ridsdalea uranthera,Ridsdalea,Rubiaceae
Eumachia oncocarpa,Eumachia,Rubiaceae
Curtia obtusifolia,Curtia,Gentianaceae
Xysmalobium gomphocarpoides,Xysmalobium,Apocynaceae
Oldenlandia richardsonioides,Oldenlandia,Rubiaceae
Ophiorrhiza pengshuiensis,Ophiorrhiza,Rubiaceae
Oldenlandia capituligera,Oldenlandia,Rubiaceae
Solenandra myrtifolia,Solenandra,Rubiaceae
Arachnothryx ricoae,Arachnothryx,Rubiaceae
Arachnothryx myriantha,Arachnothryx,Rubiaceae
Exacum tenue,Exacum,Gentianaceae
Chassalia ternifolia,Chassalia,Rubiaceae
Chassalia pteropetala,Chassalia,Rubiaceae
Chassalia ridleyi,Chassalia,Rubiaceae
Arachnothryx calycosa,Arachnothryx,Rubiaceae
Chthamalia producta,Chthamalia,Apocynaceae
Papuechites aambe,Papuechites,Apocynaceae
Dibridsonia oblongifolia,Dibridsonia,Rubiaceae
Malouetia guatemalensis,Malouetia,Apocynaceae
Odontadenia gracilipes,Odontadenia,Apocynaceae
Rytigynia eickii,Rytigynia,Rubiaceae
Ruehssia saturejifolia,Ruehssia,Apocynaceae
Ruehssia umbellata,Ruehssia,Apocynaceae
Ruehssia condensiflora,Ruehssia,Apocynaceae
Ruehssia tubularis,Ruehssia,Apocynaceae
Pentalinon andrieuxii,Pentalinon,Apocynaceae
Bouvardia ternifolia,Bouvardia,Rubiaceae
Mycetia obovata,Mycetia,Rubiaceae
Tarenna pentamera,Tarenna,Rubiaceae
Oxypetalum fiebrigii,Oxypetalum,Apocynaceae
Urceola napeensis,Urceola,Apocynaceae
Oxypetalum pentasetum,Oxypetalum,Apocynaceae
Oxypetalum macrolepis,Oxypetalum,Apocynaceae
Tarenna helferi,Tarenna,Rubiaceae
Tarenna uniflora,Tarenna,Rubiaceae
Oxypetalum coeruleum,Oxypetalum,Apocynaceae
Tarenna longifolia,Tarenna,Rubiaceae
Hymenocoleus rotundifolius,Hymenocoleus,Rubiaceae
Voyriella parviflora,Voyriella,Gentianaceae
Asclepias engelmanniana,Asclepias,Apocynaceae
Strychnos brasiliensis,Strychnos,Loganiaceae
Hoodia triebneri,Hoodia,Apocynaceae
Asclepias hirtella,Asclepias,Apocynaceae
Urophyllum chlamydanthum,Urophyllum,Rubiaceae
Orthosia pearcei,Orthosia,Apocynaceae
Houstonia procumbens,Houstonia,Rubiaceae
Orthosia guilleminiana,Orthosia,Apocynaceae
Orthosia glaberrima,Orthosia,Apocynaceae
Urophyllum strigosum,Urophyllum,Rubiaceae
Orthosia henriqueana,Orthosia,Apocynaceae
Urophyllum holectomium,Urophyllum,Rubiaceae
Coptosperma zygoon,Coptosperma,Rubiaceae
Notopleura micayensis,Notopleura,Rubiaceae
Notopleura peperomiae,Notopleura,Rubiaceae
Boucerosia umbellata,Boucerosia,Apocynaceae
Aleisanthia rupestris,Aleisanthia,Rubiaceae
Geophila repens,Geophila,Rubiaceae
Tridentea jucunda,Tridentea,Apocynaceae
Nematostylis anthophylla,Nematostylis,Rubiaceae
Mandevilla luetzelburgii,Mandevilla,Apocynaceae
Atractocarpus baladicus,Atractocarpus,Rubiaceae
